index,class_id,class_name,artist,music_name,music_img,youtube_link
134,n02012849,crane,ATL,Марабу,https://pbs.twimg.com/media/CS53D5NUEAA_0Vw.jpg:large,https://www.youtube.com/watch?v=-uGsdUMAg9A
135,n02013706,limpkin,ATL,Марабу,https://pbs.twimg.com/media/CS53D5NUEAA_0Vw.jpg:large,https://www.youtube.com/watch?v=-uGsdUMAg9A
136,n02017213,European_gallinule,ATL,Марабу,https://pbs.twimg.com/media/CS53D5NUEAA_0Vw.jpg:large,https://www.youtube.com/watch?v=-uGsdUMAg9A
137,n02018207,American_coot,T-Fest ,Улети,https://avatars.yandex.net/get-music-content/139444/b14dc7d4.a.4557070-1/m1000x1000?webp=false,https://www.youtube.com/watch?v=CB0DEcaPwhw
138,n02018795,bustard,T-Fest ,Улети,https://avatars.yandex.net/get-music-content/139444/b14dc7d4.a.4557070-1/m1000x1000?webp=false,https://www.youtube.com/watch?v=CB0DEcaPwhw
139,n02025239,ruddy_turnstone,T-Fest ,Улети,https://avatars.yandex.net/get-music-content/139444/b14dc7d4.a.4557070-1/m1000x1000?webp=false,https://www.youtube.com/watch?v=CB0DEcaPwhw
140,n02027492,red-backed_sandpiper,T-Fest ,Улети,https://avatars.yandex.net/get-music-content/139444/b14dc7d4.a.4557070-1/m1000x1000?webp=false,https://www.youtube.com/watch?v=CB0DEcaPwhw
141,n02028035,redshank,T-Fest ,Улети,https://avatars.yandex.net/get-music-content/139444/b14dc7d4.a.4557070-1/m1000x1000?webp=false,https://www.youtube.com/watch?v=CB0DEcaPwhw
142,n02033041,dowitcher,T-Fest ,Улети,https://avatars.yandex.net/get-music-content/139444/b14dc7d4.a.4557070-1/m1000x1000?webp=false,https://www.youtube.com/watch?v=CB0DEcaPwhw
143,n02037110,oystercatcher,T-Fest ,Улети,https://avatars.yandex.net/get-music-content/139444/b14dc7d4.a.4557070-1/m1000x1000?webp=false,https://www.youtube.com/watch?v=CB0DEcaPwhw
144,n02051845,pelican,T-Fest ,Улети,https://avatars.yandex.net/get-music-content/139444/b14dc7d4.a.4557070-1/m1000x1000?webp=false,https://www.youtube.com/watch?v=CB0DEcaPwhw
145,n02056570,king_penguin,GoGo Penguin,Hopopono,http://3.bp.blogspot.com/-Usob65inY8M/VAcUOzHiubI/AAAAAAAAJow/u7R51990ZD8/s1600/go%2Bgo%2Bpenguin.png,https://www.youtube.com/watch?v=-UtAV_azaBc&list=PLMeuJXZwnDk6O_qQkNW7dg8fBcV_0ur0z
146,n02058221,albatross,T-Fest ,Улети,https://avatars.yandex.net/get-music-content/139444/b14dc7d4.a.4557070-1/m1000x1000?webp=false,https://www.youtube.com/watch?v=CB0DEcaPwhw
147,n02066245,grey_whale,DNCE,Cake By The Ocean,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/c16c5afe-4828-4845-bdcd-42d45ee0c4fa/da0jdgw-762e0d5f-da1f-4423-a1f1-1ca0b9f1cb0a.jpg/v1/fill/w_600,h_600,q_75,strp/cake_by_the_ocean_by_vanlawrenc_da0jdgw-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9NjAwIiwicGF0aCI6IlwvZlwvYzE2YzVhZmUtNDgyOC00ODQ1LWJkY2QtNDJkNDVlZTBjNGZhXC9kYTBqZGd3LTc2MmUwZDVmLWRhMWYtNDQyMy1hMWYxLTFjYTBiOWYxY2IwYS5qcGciLCJ3aWR0aCI6Ijw9NjAwIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmltYWdlLm9wZXJhdGlvbnMiXX0.r_oEUz388vYDarVsbGQJEIyqo0eaceZBsUGAc6u7CtE",https://www.youtube.com/watch?v=vWaRiD5ym74
148,n02071294,killer_whale,DNCE,Cake By The Ocean,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/c16c5afe-4828-4845-bdcd-42d45ee0c4fa/da0jdgw-762e0d5f-da1f-4423-a1f1-1ca0b9f1cb0a.jpg/v1/fill/w_600,h_600,q_75,strp/cake_by_the_ocean_by_vanlawrenc_da0jdgw-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9NjAwIiwicGF0aCI6IlwvZlwvYzE2YzVhZmUtNDgyOC00ODQ1LWJkY2QtNDJkNDVlZTBjNGZhXC9kYTBqZGd3LTc2MmUwZDVmLWRhMWYtNDQyMy1hMWYxLTFjYTBiOWYxY2IwYS5qcGciLCJ3aWR0aCI6Ijw9NjAwIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmltYWdlLm9wZXJhdGlvbnMiXX0.r_oEUz388vYDarVsbGQJEIyqo0eaceZBsUGAc6u7CtE",https://www.youtube.com/watch?v=vWaRiD5ym74
149,n02074367,dugong,DNCE,Cake By The Ocean,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/c16c5afe-4828-4845-bdcd-42d45ee0c4fa/da0jdgw-762e0d5f-da1f-4423-a1f1-1ca0b9f1cb0a.jpg/v1/fill/w_600,h_600,q_75,strp/cake_by_the_ocean_by_vanlawrenc_da0jdgw-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9NjAwIiwicGF0aCI6IlwvZlwvYzE2YzVhZmUtNDgyOC00ODQ1LWJkY2QtNDJkNDVlZTBjNGZhXC9kYTBqZGd3LTc2MmUwZDVmLWRhMWYtNDQyMy1hMWYxLTFjYTBiOWYxY2IwYS5qcGciLCJ3aWR0aCI6Ijw9NjAwIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmltYWdlLm9wZXJhdGlvbnMiXX0.r_oEUz388vYDarVsbGQJEIyqo0eaceZBsUGAc6u7CtE",https://www.youtube.com/watch?v=vWaRiD5ym74
150,n02077923,sea_lion,DNCE,Cake By The Ocean,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/c16c5afe-4828-4845-bdcd-42d45ee0c4fa/da0jdgw-762e0d5f-da1f-4423-a1f1-1ca0b9f1cb0a.jpg/v1/fill/w_600,h_600,q_75,strp/cake_by_the_ocean_by_vanlawrenc_da0jdgw-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9NjAwIiwicGF0aCI6IlwvZlwvYzE2YzVhZmUtNDgyOC00ODQ1LWJkY2QtNDJkNDVlZTBjNGZhXC9kYTBqZGd3LTc2MmUwZDVmLWRhMWYtNDQyMy1hMWYxLTFjYTBiOWYxY2IwYS5qcGciLCJ3aWR0aCI6Ijw9NjAwIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmltYWdlLm9wZXJhdGlvbnMiXX0.r_oEUz388vYDarVsbGQJEIyqo0eaceZBsUGAc6u7CtE",https://www.youtube.com/watch?v=vWaRiD5ym74
151,n02085620,Chihuahua,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
152,n02085782,Japanese_spaniel,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
153,n02085936,Maltese_dog,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
154,n02086079,Pekinese,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
155,n02086240,Shih-Tzu,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
156,n02086646,Blenheim_spaniel,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
157,n02086910,papillon,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
158,n02087046,toy_terrier,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
159,n02087394,Rhodesian_ridgeback,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
160,n02088094,Afghan_hound,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
161,n02088238,basset,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
162,n02088364,beagle,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
163,n02088466,bloodhound,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
164,n02088632,bluetick,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
165,n02089078,black-and-tan_coonhound,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
166,n02089867,Walker_hound,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
167,n02089973,English_foxhound,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
168,n02090379,redbone,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
169,n02090622,borzoi,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
170,n02090721,Irish_wolfhound,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
171,n02091032,Italian_greyhound,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
172,n02091134,whippet,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
173,n02091244,Ibizan_hound,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
174,n02091467,Norwegian_elkhound,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
175,n02091635,otterhound,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
176,n02091831,Saluki,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
177,n02092002,Scottish_deerhound,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
178,n02092339,Weimaraner,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
179,n02093256,Staffordshire_bullterrier,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
180,n02093428,American_Staffordshire_terrier,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
181,n02093647,Bedlington_terrier,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
182,n02093754,Border_terrier,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
183,n02093859,Kerry_blue_terrier,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
184,n02093991,Irish_terrier,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
185,n02094114,Norfolk_terrier,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
186,n02094258,Norwich_terrier,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
187,n02094433,Yorkshire_terrier,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
188,n02095314,wire-haired_fox_terrier,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
189,n02095570,Lakeland_terrier,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
190,n02095889,Sealyham_terrier,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
191,n02096051,Airedale,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
192,n02096177,cairn,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
193,n02096294,Australian_terrier,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
194,n02096437,Dandie_Dinmont,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
195,n02096585,Boston_bull,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
196,n02097047,miniature_schnauzer,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
197,n02097130,giant_schnauzer,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
198,n02097209,standard_schnauzer,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
199,n02097298,Scotch_terrier,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
200,n02097474,Tibetan_terrier,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
201,n02097658,silky_terrier,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
202,n02098105,soft-coated_wheaten_terrier,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
203,n02098286,West_Highland_white_terrier,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
204,n02098413,Lhasa,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
205,n02099267,flat-coated_retriever,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
206,n02099429,curly-coated_retriever,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
207,n02099601,golden_retriever,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
208,n02099712,Labrador_retriever,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
209,n02099849,Chesapeake_Bay_retriever,Baha Men,Who Let The Dogs Out,https://img.discogs.com/UxEEUdeG1RxqydXX_KvnsI6Lsnw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12669253-1539706784-2680.jpeg.jpg,https://www.youtube.com/watch?v=Qkuu0Lwb5EM
